Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
perkMedicalCraftingRank4Desc,progression,perk,,x,,Drug Lord,,,,,,,,,,,,,
perkMedicalCraftingRank1LongDesc,progression,perk,,x,,Unlocks: First Aid Bandage.,,,,,,,,,,,,,
perkMedicalCraftingRank2LongDesc,progression,perk,,x,,"Unlocks: Plaster Cast, Fortbites, Recog and Herbal Antibiotics.",,,,,,,,,,,,,
perkMedicalCraftingRank3LongDesc,progression,perk,,x,,"Unlocks: First Aid Kit, Antibiotics and Chemistry Station.",,,,,,,,,,,,,
perkMedicalCraftingRank4LongDesc,progression,perk,,x,,Unlocks: Steroids.,,,,,,,,,,,,,
perkBluntCrafting,progression,perk,,x,,Blunt Crafting,,,,,,,,,,,,,
perkBluntCraftingName,progression,perk,,x,,Blunt Crafting,,,,,,,,,,,,,
perkBluntCraftingDesc,progression,perk,,x,,Use your expertise with blunt weapons to innovate new and violent ways to bludgeon your enemies.,,,,,,,,,,,,,
perkBluntCraftingRank1Desc,progression,perk,,x,,Steel Blunt Weapons,,,,,,,,,,,,,
perkBluntCraftingRank1LongDesc,progression,perk,,x,,"Unlocks: Steel Club, Knuckles and Sledgehammer.",,,,,,,,,,,,,
perkBladeCrafting,progression,perk,,x,,Blade Crafting,,,,,,,,,,,,,
perkBladeCraftingName,progression,perk,,x,,Blade Crafting,,,,,,,,,,,,,
perkBladeCraftingDesc,progression,perk,,x,,Use your expertise with bladed weapons to innovate new weapons.,,,,,,,,,,,,,
perkBladeCraftingRank1Desc,progression,perk,,x,,Steel Blades,,,,,,,,,,,,,
perkBladeCraftingRank1LongDesc,progression,perk,,x,,Unlocks: Steel Machete.,,,,,,,,,,,,,
perkPierceCrafting,progression,perk,,x,,Pierce Crafting,,,,,,,,,,,,,
perkPierceCraftingName,progression,perk,,x,,Pierce Crafting,,,,,,,,,,,,,
perkPierceCraftingDesc,progression,perk,,x,,Use your expertise with piercing weapons to innovate new weapons.,,,,,,,,,,,,,
perkPierceCraftingRank1Desc,progression,perk,,x,,Steel Piercing Weapons,,,,,,,,,,,,,
perkPierceCraftingRank1LongDesc,progression,perk,,x,,Unlocks: Steel Spear.,,,,,,,,,,,,,
perkMiningCrafting,progression,perk,,x,,Mining Tool Crafting,,,,,,,,,,,,,
perkMiningCraftingName,progression,perk,,x,,Mining Tool Crafting,,,,,,,,,,,,,
perkMiningCraftingDesc,progression,perk,,x,,Innovate new mining tools using your advanced undertanding of mining.,,,,,,,,,,,,,
perkMiningCraftingRank1Desc,progression,perk,,x,,Steel Tools,,,,,,,,,,,,,
perkMiningCraftingRank2Desc,progression,perk,,x,,Motor Tools,,,,,,,,,,,,,
perkMiningCraftingRank1LongDesc,progression,perk,,x,,"Unlocks: Steel Pickaxe, Axe and Shovel.",,,,,,,,,,,,,
perkMiningCraftingRank2LongDesc,progression,perk,,x,,Unlocks: Auger and Chainsaw.,,,,,,,,,,,,,
perkSalvageCrafting,progression,perk,,x,,Salvage Tool Crafting,,,,,,,,,,,,,
perkSalvageCraftingName,progression,perk,,x,,Salvage Tool Crafting,,,,,,,,,,,,,
perkSalvageCraftingDesc,progression,perk,,x,,Innovate new salvaging tools using your advanced understanding of salvaging.,,,,,,,,,,,,,
perkSalvageCraftingRank1Desc,progression,perk,,x,,Steel Ratchet,,,,,,,,,,,,,
perkSalvageCraftingRank2Desc,progression,perk,,x,,Impact Driver,,,,,,,,,,,,,
perkSalvageCraftingRank1LongDesc,progression,perk,,x,,Unlocks: Steel Ratchet.,,,,,,,,,,,,,
perkSalvageCraftingRank2LongDesc,progression,perk,,x,,Unlocks: Impact Driver.,,,,,,,,,,,,,
perkBowCrafting,progression,perk,,x,,Bow Crafting,,,,,,,,,,,,,
perkBowCraftingName,progression,perk,,x,,Bow Crafting,,,,,,,,,,,,,
perkBowCraftingDesc,progression,perk,,x,,Use your mastery of archery and engineering to create new bow and crossbow designs and craft higher level archery weapons.,,,,,,,,,,,,,
perkBowCraftingRank1Desc,progression,perk,,x,,Novice,,,,,,,,,,,,,
perkBowCraftingRank2Desc,progression,perk,,x,,Apprentice,,,,,,,,,,,,,
perkBowCraftingRank3Desc,progression,perk,,x,,Journeyman,,,,,,,,,,,,,
perkBowCraftingRank4Desc,progression,perk,,x,,Expert,,,,,,,,,,,,,
perkBowCraftingRank5Desc,progression,perk,,x,,Master,,,,,,,,,,,,,
perkBowCraftingRank1LongDesc,progression,perk,,x,,"Craft level 2 archery weapons. \nUnlocks: Wooden Bow",,,,,,,,,,,,,
perkBowCraftingRank2LongDesc,progression,perk,,x,,"Craft level 3 archery weapons. \nUnlocks: Iron Crossbow",,,,,,,,,,,,,
perkBowCraftingRank3LongDesc,progression,perk,,x,,"Craft level 4 archery weapons. \nUnlocks: Compound Bow",,,,,,,,,,,,,
perkBowCraftingRank4LongDesc,progression,perk,,x,,"Craft level 5 archery weapons. \nUnlocks: Compound Crossbow ",,,,,,,,,,,,,
perkBowCraftingRank5LongDesc,progression,perk,,x,,Craft level 6 archery weapons.,,,,,,,,,,,,,
perkGunsmithCrafting,progression,perk,,x,,Gunsmithing,,,,,,,,,,,,,
perkGunsmithCraftingName,progression,perk,,x,,Gunsmithing,,,,,,,,,,,,,
perkGunsmithCraftingDesc,progression,perk,,x,,Use your engineering skills to develop more powerful firearms.,,,,,,,,,,,,,
perkGunsmithCraftingRank1Desc,progression,perk,,x,,Novice,,,,,,,,,,,,,
perkGunsmithCraftingRank2Desc,progression,perk,,x,,Apprentice,,,,,,,,,,,,,
perkGunsmithCraftingRank3Desc,progression,perk,,x,,Journeyman,,,,,,,,,,,,,
perkGunsmithCraftingRank4Desc,progression,perk,,x,,Expert,,,,,,,,,,,,,
perkGunsmithCraftingRank5Desc,progression,perk,,x,,Master,,,,,,,,,,,,,
perkGunsmithCraftingRank1LongDesc,progression,perk,,x,,Craft level 2 firearms.,,,,,,,,,,,,,
perkGunsmithCraftingRank2LongDesc,progression,perk,,x,,Craft level 3 firearms.,,,,,,,,,,,,,
perkGunsmithCraftingRank3LongDesc,progression,perk,,x,,Craft level 4 firearms.,,,,,,,,,,,,,
perkGunsmithCraftingRank4LongDesc,progression,perk,,x,,Craft level 5 firearms.,,,,,,,,,,,,,
perkGunsmithCraftingRank5LongDesc,progression,perk,,x,,Craft level 6 firearms.,,,,,,,,,,,,,
perkPistolCrafting,progression,perk,,x,,Pistol Crafting,,,,,,,,,,,,,
perkPistolCraftingName,progression,perk,,x,,Pistol Crafting,,,,,,,,,,,,,
perkPistolCraftingDesc,progression,perk,,x,,Use your expertise in pistols to develop new handguns and SMGs.,,,,,,,,,,,,,
perkPistolCraftingRank1Desc,progression,perk,,x,,9mm Handgun,,,,,,,,,,,,,
perkPistolCraftingRank2Desc,progression,perk,,x,,.44 Revolver,,,,,,,,,,,,,
perkPistolCraftingRank3Desc,progression,perk,,x,,Desert Vulture & SMG,,,,,,,,,,,,,
perkPistolCraftingRank1LongDesc,progression,perk,,x,,Unlocks: 9mm Pistol.,,,,,,,,,,,,,
perkPistolCraftingRank2LongDesc,progression,perk,,x,,Unlocks: .44 Magnum.,,,,,,,,,,,,,
perkPistolCraftingRank3LongDesc,progression,perk,,x,,Unlocks: Desert Vulture and SMG-5.,,,,,,,,,,,,,
perkShotgunCrafting,progression,perk,,x,,Shotgun Crafting,,,,,,,,,,,,,
perkShotgunCraftingName,progression,perk,,x,,Shotgun Crafting,,,,,,,,,,,,,
perkShotgunCraftingDesc,progression,perk,,x,,Use your expertise in shotguns to develop new shotguns.,,,,,,,,,,,,,
perkShotgunCraftingRank1Desc,progression,perk,,x,,Double Barrel,,,,,,,,,,,,,
perkShotgunCraftingRank2Desc,progression,perk,,x,,Pump Action,,,,,,,,,,,,,
perkShotgunCraftingRank3Desc,progression,perk,,x,,Auto Shotgun,,,,,,,,,,,,,
perkShotgunCraftingRank1LongDesc,progression,perk,,x,,Unlocks: Double Barrel Shotgun.,,,,,,,,,,,,,
perkShotgunCraftingRank2LongDesc,progression,perk,,x,,Unlocks: Pump Action Shotgun.,,,,,,,,,,,,,
perkShotgunCraftingRank3LongDesc,progression,perk,,x,,Unlocks: Auto Shotgun.,,,,,,,,,,,,,
perkRifleCrafting,progression,perk,,x,,Rifle Crafting,,,,,,,,,,,,,
perkRifleCraftingName,progression,perk,,x,,Rifle Crafting,,,,,,,,,,,,,
perkRifleCraftingDesc,progression,perk,,x,,Use your expertise in rifles to develop new non-automatic rifles.,,,,,,,,,,,,,
perkRifleCraftingRank1Desc,progression,perk,,x,,Hunting Rifle,,,,,,,,,,,,,
perkRifleCraftingRank2Desc,progression,perk,,x,,Lever Action Rifle,,,,,,,,,,,,,
perkRifleCraftingRank3Desc,progression,perk,,x,,Sniper Rifle,,,,,,,,,,,,,
perkRifleCraftingRank1LongDesc,progression,perk,,x,,Unlocks: Hunting Rifle.,,,,,,,,,,,,,
perkRifleCraftingRank2LongDesc,progression,perk,,x,,Unlocks: Lever Action Rifle.,,,,,,,,,,,,,
perkRifleCraftingRank3LongDesc,progression,perk,,x,,Unlocks: Sniper Rifle.,,,,,,,,,,,,,
perkAutoRifleCrafting,progression,perk,,x,,Automatic Rifle Crafting,,,,,,,,,,,,,
perkAutoRifleCraftingName,progression,perk,,x,,Automatic Rifle Crafting,,,,,,,,,,,,,
perkAutoRifleCraftingDesc,progression,perk,,x,,Use your expertise in automatic rifles to develop new assault rifles and machine guns.,,,,,,,,,,,,,
perkAutoRifleCraftingRank1Desc,progression,perk,,x,,AK-47,,,,,,,,,,,,,
perkAutoRifleCraftingRank2Desc,progression,perk,,x,,Tactical Assault Rifle,,,,,,,,,,,,,
perkAutoRifleCraftingRank3Desc,progression,perk,,x,,M60 Machine Gun,,,,,,,,,,,,,
perkAutoRifleCraftingRank1LongDesc,progression,perk,,x,,Unlocks: AK-47.,,,,,,,,,,,,,
perkAutoRifleCraftingRank2LongDesc,progression,perk,,x,,Unlocks: Tactical Assault Rifle.,,,,,,,,,,,,,
perkAutoRifleCraftingRank3LongDesc,progression,perk,,x,,Unlocks: M60 Machine Gun.,,,,,,,,,,,,,
perk9mmCrafting,progression,perk,,x,,9mm Crafting,,,,,,,,,,,,,
perk9mmCraftingName,progression,perk,,x,,9mm Crafting,,,,,,,,,,,,,
perk9mmCraftingDesc,progression,perk,,x,,Use your engineering expertise to make custom 9mm ammunition.,,,,,,,,,,,,,
perk9mmCraftingRank1Desc,progression,perk,,x,,9mm Bullet,,,,,,,,,,,,,
perk9mmCraftingRank2Desc,progression,perk,,x,,9mm HiPower,,,,,,,,,,,,,
perk9mmCraftingRank3Desc,progression,perk,,x,,9mm Armor Piercing,,,,,,,,,,,,,
perk9mmCraftingRank4Desc,progression,perk,,x,,9mm Bulk Crafter,,,,,,,,,,,,,
perk9mmCraftingRank1LongDesc,progression,perk,,x,,Unlocks: 9mm Bullet.,,,,,,,,,,,,,
perk9mmCraftingRank2LongDesc,progression,perk,,x,,Unlocks: 9mm HP Bullet.,,,,,,,,,,,,,
perk9mmCraftingRank3LongDesc,progression,perk,,x,,Unlocks: 9mm AP Bullet.,,,,,,,,,,,,,
perk9mmCraftingRank4LongDesc,progression,perk,,x,,"Unlocks: Bulk Crafted 9mm, 9mm HP and 9mm AP. Bulk Crafted Ammo is 20% cheaper to craft.",,,,,,,,,,,,,
perk44Crafting,progression,perk,,x,,.44 Crafting,,,,,,,,,,,,,
perk44CraftingName,progression,perk,,x,,.44 Crafting,,,,,,,,,,,,,
perk44CraftingDesc,progression,perk,,x,,Use your engineering expertise to make custom .44 magnum ammunition.,,,,,,,,,,,,,
perk44CraftingRank1Desc,progression,perk,,x,,.44 Magnum Bullet,,,,,,,,,,,,,
perk44CraftingRank2Desc,progression,perk,,x,,.44 Magnum HiPower,,,,,,,,,,,,,
perk44CraftingRank3Desc,progression,perk,,x,,.44 Magnum Armor Piercing,,,,,,,,,,,,,
perk44CraftingRank4Desc,progression,perk,,x,,.44 Magnum Bulk Crafter,,,,,,,,,,,,,
perk44CraftingRank1LongDesc,progression,perk,,x,,Unlocks: .44 Magnum Bullet.,,,,,,,,,,,,,
perk44CraftingRank2LongDesc,progression,perk,,x,,Unlocks: .44 Magnum HP Bullet.,,,,,,,,,,,,,
perk44CraftingRank3LongDesc,progression,perk,,x,,Unlocks: .44 Magnum AP Bullet.,,,,,,,,,,,,,
perk44CraftingRank4LongDesc,progression,perk,,x,,"Unlocks: Bulk Crafted .44 Magnum,.44 Magnum HP and .44 Magnum AP. Bulk Crafted Ammo is 20% cheaper to craft.",,,,,,,,,,,,,
perk762mmCrafting,progression,perk,,x,,7.62mm Crafting,,,,,,,,,,,,,
perk762mmCraftingName,progression,perk,,x,,7.62mm Crafting,,,,,,,,,,,,,
perk762mmCraftingDesc,progression,perk,,x,,Use your engineering expertise to make custom 7.62mm ammunition.,,,,,,,,,,,,,
perk762mmCraftingRank1Desc,progression,perk,,x,,7.62mm Bullet,,,,,,,,,,,,,
perk762mmCraftingRank2Desc,progression,perk,,x,,7.62mm HiPower,,,,,,,,,,,,,
perk762mmCraftingRank3Desc,progression,perk,,x,,7.62mm Armor Piercing,,,,,,,,,,,,,
perk762mmCraftingRank4Desc,progression,perk,,x,,7.62mm Bulk Crafter,,,,,,,,,,,,,
perk762mmCraftingRank1LongDesc,progression,perk,,x,,Unlocks: 7.62mm Bullet.,,,,,,,,,,,,,
perk762mmCraftingRank2LongDesc,progression,perk,,x,,Unlocks: 7.62mm HP Bullet.,,,,,,,,,,,,,
perk762mmCraftingRank3LongDesc,progression,perk,,x,,Unlocks: 7.62mm AP Bullet.,,,,,,,,,,,,,
perk762mmCraftingRank4LongDesc,progression,perk,,x,,"Unlocks: Bulk Crafted 7.62mm, 7.62mm HP and 7.62mm AP. Bulk Crafted Ammo is 20% cheaper to craft.",,,,,,,,,,,,,
perkShellCrafting,progression,perk,,x,,Shell Crafting,,,,,,,,,,,,,
perkShellCraftingName,progression,perk,,x,,Shell Crafting,,,,,,,,,,,,,
perkShellCraftingDesc,progression,perk,,x,,Use your engineering expertise to make custom shotgun shells.,,,,,,,,,,,,,
perkShellCraftingRank1Desc,progression,perk,,x,,Shells,,,,,,,,,,,,,
perkShellCraftingRank2Desc,progression,perk,,x,,Slugs,,,,,,,,,,,,,
perkShellCraftingRank3Desc,progression,perk,,x,,Bulk Crafter,,,,,,,,,,,,,
perkShellCraftingRank1LongDesc,progression,perk,,x,,Unlocks: Shotgun Shell.,,,,,,,,,,,,,
perkShellCraftingRank2LongDesc,progression,perk,,x,,Unlocks: Armor Piercing Slug and Breaching Slug.,,,,,,,,,,,,,
perkShellCraftingRank3LongDesc,progression,perk,,x,,"Unlocks: Bulk Crafted Shotgun Shells, AP Slugs and Breaching Slugs. Bulk Crafted Ammo is 20% cheaper to craft.",,,,,,,,,,,,,
perkArrowCrafting,progression,perk,,x,,Arrow Crafting,,,,,,,,,,,,,
perkArrowCraftingName,progression,perk,,x,,Arrow Crafting,,,,,,,,,,,,,
perkArrowCraftingDesc,progression,perk,,x,,"Use your archery, engineering and science expertise to fletch custom arrows and bolts.",,,,,,,,,,,,,
perkArrowCraftingRank1Desc,progression,perk,,x,,Primitive Bulk Crafter,,,,,,,,,,,,,
perkArrowCraftingRank2Desc,progression,perk,,x,,Steel Arrows and Bolts,,,,,,,,,,,,,
perkArrowCraftingRank3Desc,progression,perk,,x,,Steel Bulk Crafter,,,,,,,,,,,,,
perkArrowCraftingRank4Desc,progression,perk,,x,,Special Arrows and Bolts,,,,,,,,,,,,,
perkArrowCraftingRank5Desc,progression,perk,,x,,Special Bulk Crafter,,,,,,,,,,,,,
perkArrowCraftingRank1LongDesc,progression,perk,,x,,Unlocks: Bulk Crafted Stone Arrows and Bolts. Bulk Crafted Ammo is 20% cheaper to craft.,,,,,,,,,,,,,
perkArrowCraftingRank2LongDesc,progression,perk,,x,,Unlocks: Steel Arrows and Bolts. Bulk Craft Iron Arrows and Bolts. Bulk Crafted Ammo is 20% cheaper to craft.,,,,,,,,,,,,,
perkArrowCraftingRank3LongDesc,progression,perk,,x,,Unlocks: Bulk Crafted Steel Arrows and Bolts. Bulk Crafted Ammo is 20% cheaper to craft.,,,,,,,,,,,,,
perkArrowCraftingRank4LongDesc,progression,perk,,x,,Unlocks: Flaming and Explosive Arrows and Bolts.,,,,,,,,,,,,,
perkArrowCraftingRank5LongDesc,progression,perk,,x,,Unlocks: Bulk Crafted Special Arrows and Bolts. Bulk Crafted Ammo is 20% cheaper to craft.,,,,,,,,,,,,,
perkMasterChef,progression,perk,,x,,Master Chef,,,,,,,,,,,,,
perkMasterChefName,progression,perk,,x,,Master Chef,,,,,,,,,,,,,
perkMasterChefDesc,progression,perk,,x,,Use your survivalism and science skills to develop new food and drink recipes.,,,,,,,,,,,,,
perkMasterChefRank1Desc,progression,perk,,x,,Baker,,,,,,,,,,,,,
perkMasterChefRank2Desc,progression,perk,,x,,Army Cook,,,,,,,,,,,,,
perkMasterChefRank3Desc,progression,perk,,x,,Bachelor,,,,,,,,,,,,,
perkMasterChefRank4Desc,progression,perk,,x,,Commercial Caterer,,,,,,,,,,,,,
perkMasterChefRank5Desc,progression,perk,,x,,Grandpa,,,,,,,,,,,,,
perkMasterChefRank1LongDesc,progression,perk,,x,,"Use 20% less of a recipes main ingredient and cook 20% faster. \nUnlocks: Corn Bread, Pumpkin Bread, Blueberry Pie, Pumpkin Pie, Pumpkin Cheesecake and Honey Tea.",,,,,,,,,,,,,
perkMasterChefRank2LongDesc,progression,perk,,x,,"Cook 30% faster. \nUnlocks: Vegetable Stew and Meat Stew",,,,,,,,,,,,,
perkMasterChefRank3LongDesc,progression,perk,,x,,"Use 40% less of a recipes main ingredient and cook 40% faster. \nUnlocks: Yucca Juice Smoothie, Steak and Potato Meal, Beer,Chilli Dog and Honey Glazed Sham.",,,,,,,,,,,,,
perkMasterChefRank4LongDesc,progression,perk,,x,,"Cook 60% faster. \nUnlocks: Tuna Fish Gravy Toast, Shepards Pie, Spaghetti, Gumbo Stew, Hobo Stew and Honey Brisket.",,,,,,,,,,,,,
perkMasterChefRank5LongDesc,progression,perk,,x,,"Cook 80% faster. \nUnlocks: Grandpas Awesome Sauce, Grandpas Learning Elixer and Grandpas Moonshine.",,,,,,,,,,,,,
perkGreaseMonkey,progression,perk,,x,,Grease Monkey,,,,,,,,,,,,,
perkGreaseMonkeyName,progression,perk,,x,,Grease Monkey,,,,,,,,,,,,,
perkGreaseMonkeyDesc,progression,perk,,x,,Use your mastery of engineering and science to create vehicles.,,,,,,,,,,,,,
perkGreaseMonkeyRank1LongDesc,progression,perk,,x,,"Unlocks: Bicycle chassis and handlebars and wheels. \nCraft Bicycle parts 33% cheaper and repair kits are 10% more effective on vehicles.",,,,,,,,,,,,,
perkGreaseMonkeyRank2LongDesc,progression,perk,,x,,"Unlocks: Minibike chassis and handlebars, oil cans and gasoline cans. \nCraft Minibike parts 33% cheaper and repair kits are 20% more effective on vehicles.",,,,,,,,,,,,,
perkGreaseMonkeyRank3LongDesc,progression,perk,,x,,"Unlocks: Motorcycle chassis and handlebars and bulk craft gasoline. \nCraft Motorcycle parts 33% cheaper and repair kits are 30% more effective on vehicles.",,,,,,,,,,,,,
perkGreaseMonkeyRank4LongDesc,progression,perk,,x,,"Unlocks: 4x4 chassis and accessories. \nCraft 4x4 Truck parts 33% cheaper and repair kits are 40% more effective on vehicles.",,,,,,,,,,,,,
perkGreaseMonkeyRank5LongDesc,progression,perk,,x,,"Unlocks: Gyrocopter chassis and accessories.\nCraft Gyrocopter parts 33% cheaper and repair kits are 50% more effective on vehicles.",,,,,,,,,,,,,
perkRoboticsCrafting,progression,perk,,x,,Robotics Crafting,,,,,,,,,,,,,
perkRoboticsCraftingName,progression,perk,,x,,Robotics Crafting,,,,,,,,,,,,,
perkRoboticsCraftingDesc,progression,perk,,x,,Use your scientific and engineering genius to develop new robotics weapons and craft higher quality robots.,,,,,,,,,,,,,
perkRoboticsCraftingRank1Desc,progression,perk,,x,,Stun Baton,,,,,,,,,,,,,
perkRoboticsCraftingRank2Desc,progression,perk,,x,,Robotic Sledge,,,,,,,,,,,,,
perkRoboticsCraftingRank3Desc,progression,perk,,x,,Robotic Turret,,,,,,,,,,,,,
perkRoboticsCraftingRank4Desc,progression,perk,,x,,Ammo Crafter,,,,,,,,,,,,,
perkRoboticsCraftingRank5Desc,progression,perk,,x,,Robotic Drone,,,,,,,,,,,,,
perkRoboticsCraftingRank1LongDesc,progression,perk,,x,,"Craft level 2 robots. \nUnlocks: Stun Baton \nNote: Stun Baton quality is governed by Blacksmithing. Craft Level 2 Robotics Weapons",,,,,,,,,,,,,
perkRoboticsCraftingRank2LongDesc,progression,perk,,x,,"Craft level 3 robots.\nUnlocks: Robotic Sledge Turret and Robotic Turret Ammo. Craft Level 3 Robotics Weapons",,,,,,,,,,,,,
perkRoboticsCraftingRank3LongDesc,progression,perk,,x,,"Craft level 4 robots. \nUnlocks: Robotic Turret, Robotic Turret Shells and Bulk Craft Regular Robotic Turret Ammo. Craft Level 4 Robotics Weapons",,,,,,,,,,,,,
perkRoboticsCraftingRank4LongDesc,progression,perk,,x,,"Craft level 5 robots. \nUnlocks: Robotic Turret AP Ammo and Robotic Turret Shell Bulk Crafting. Craft Level 5 Robotics Weapons",,,,,,,,,,,,,
perkRoboticsCraftingRank5LongDesc,progression,perk,,x,,"Craft level 6 robots. \nUnlocks: Robotic Drone and Bulk Craft AP Robotic ammo. Craft Level 6 Robotics Weapons",,,,,,,,,,,,,
perkExplosivesCrafting,progression,perk,,x,,Explosives Crafting,,,,,,,,,,,,,
perkExplosivesCraftingName,progression,perk,,x,,Explosives Crafting,,,,,,,,,,,,,
perkExplosivesCraftingDesc,progression,perk,,x,,"Use your engineering and scientific know-how to formulate new explosive weapons \nNote: Rocket Launcher quality is governed by Gunsmithing.",,,,,,,,,,,,,
perkExplosivesCraftingRank1Desc,progression,perk,,x,,Anarchist,,,,,,,,,,,,,
perkExplosivesCraftingRank2Desc,progression,perk,,x,,Bomber,,,,,,,,,,,,,
perkExplosivesCraftingRank3Desc,progression,perk,,x,,Powderhead,,,,,,,,,,,,,
perkExplosivesCraftingRank4Desc,progression,perk,,x,,Army Ordnance Engineer,,,,,,,,,,,,,
perkExplosivesCraftingRank5Desc,progression,perk,,x,,Rocketeer,,,,,,,,,,,,,
perkExplosivesCraftingRank1LongDesc,progression,perk,,x,,Unlocks: Pipe Bombs and Cooking Pot Mines.,,,,,,,,,,,,,
perkExplosivesCraftingRank2LongDesc,progression,perk,,x,,Unlocks: Dynamite and Hubcap Mines.,,,,,,,,,,,,,
perkExplosivesCraftingRank3LongDesc,progression,perk,,x,,"Unlocks: Air Filter Mines, Bulk Crafted Gunpowder and Timed Charges.",,,,,,,,,,,,,
perkExplosivesCraftingRank4LongDesc,progression,perk,,x,,"Unlocks: Grenades, Contact Grenades and Rockets.",,,,,,,,,,,,,
perkExplosivesCraftingRank5LongDesc,progression,perk,,x,,Unlocks: Rocket Launcher.,,,,,,,,,,,,,
perkArmorCrafting,progression,perk,,x,,Armor Crafting,,,,,,,,,,,,,
perkArmorCraftingName,progression,perk,,x,,Armor Crafting,,,,,,,,,,,,,
perkArmorCraftingDesc,progression,perk,,x,,Use your expertise in armor to tailor and forge the finest armor in the wasteland.,,,,,,,,,,,,,
perkArmorCraftingRank1Desc,progression,perk,,x,,Novice,,,,,,,,,,,,,
perkArmorCraftingRank2Desc,progression,perk,,x,,Apprentice,,,,,,,,,,,,,
perkArmorCraftingRank3Desc,progression,perk,,x,,Journeyman,,,,,,,,,,,,,
perkArmorCraftingRank4Desc,progression,perk,,x,,Expert,,,,,,,,,,,,,
perkArmorCraftingRank5Desc,progression,perk,,x,,Master,,,,,,,,,,,,,
perkArmorCraftingRank1LongDesc,progression,perk,,x,,"Craft level 2 armor. \nUnlocks: Light Armors.",,,,,,,,,,,,,
perkArmorCraftingRank2LongDesc,progression,perk,,x,,"Craft level 3 armor. \nUnlocks: Medium Armors.",,,,,,,,,,,,,
perkArmorCraftingRank3LongDesc,progression,perk,,x,,"Craft level 4 armor. \nUnlocks: Heavy Armors.",,,,,,,,,,,,,
perkArmorCraftingRank4LongDesc,progression,perk,,x,,Craft level 5 armor.,,,,,,,,,,,,,
perkArmorCraftingRank5LongDesc,progression,perk,,x,,Craft level 6 armor.,,,,,,,,,,,,,
perkRangersExplodingBoltsDesc,progression,perk,,x,,Archery weapons aim 10% faster.,,,,,,,,,,,,,
perkRangersExplodingBoltsLongDesc,progression,perk,,x,,Archery weapons aim 10% faster.,,,,,,,,,,,,,
perkRangersAPAmmoDesc,progression,perk,,x,,Archery weapons fire 10% faster.,,,,,,,,,,,,,
perkRangersAPAmmoLongDesc,progression,perk,,x,,Archery weapons fire 10% faster.,,,,,,,,,,,,,
perkRangersFlamingArrowsLongDesc,progression,perk,,x,,Archery weapons reload 10% faster.,,,,,,,,,,,,,
perkRangersFlamingArrowsDesc,progression,perk,,x,,Archery weapons reload 10% faster.,,,,,,,,,,,,,
perkRangersCompleteDesc,progression,perk,,x,,Archery weapons deal 20% more headshot damage.,,,,,,,,,,,,,
perkRangersCompleteLongDesc,progression,perk,,x,,Archery weapons deal 20% more headshot damage.,,,,,,,,,,,,,
perkPistolPeteHPAmmoDesc,progression,perk,,x,,Ignore 10% of armor at point blank range.,,,,,,,,,,,,,
perkPistolPeteHPAmmoLongDesc,progression,perk,,x,,Ignore 10% of armor within 3 metres with 9mm weapons.,,,,,,,,,,,,,
perkPistolPeteAPAmmoDesc,progression,perk,,x,,Deal bleed damage at point blank range.,,,,,,,,,,,,,
perkPistolPeteAPAmmoLongDesc,progression,perk,,x,,Deal one stack of bleed damage within 3 metres with 9mm weapons.,,,,,,,,,,,,,
perkPistolPeteCompleteDesc,progression,perk,,x,,9mm weapons deal 20% more headshot damage.,,,,,,,,,,,,,
perkPistolPeteCompleteLongDesc,progression,perk,,x,,9mm weapons deal 20% more headshot damage.,,,,,,,,,,,,,
perkShotgunMessiahBreachingSlugsDesc,progression,perk,,x,,Shotguns reload 10% faster.,,,,,,,,,,,,,
perkShotgunMessiahBreachingSlugsLongDesc,progression,perk,,x,,Shotguns reload 10% faster.,,,,,,,,,,,,,
perkShotgunMessiahSlugsDesc,progression,perk,,x,,Shotguns ignore 10% more armor.,,,,,,,,,,,,,
perkShotgunMessiahSlugsLongDesc,progression,perk,,x,,Shotguns ignore 10% more armor.,,,,,,,,,,,,,
perkShotgunMessiahCompleteDesc,progression,perk,,x,,Shotguns deal 20% more headshot damage.,,,,,,,,,,,,,
perkShotgunMessiahCompleteLongDesc,progression,perk,,x,,Shotguns deal 20% more headshot damage.,,,,,,,,,,,,,
perkSledgeSagaCrippledMoraleDesc,progression,perk,,x,,Sledgehammers swing 5% faster.,,,,,,,,,,,,,
perkSledgeSagaCrippledMoraleLongDesc,progression,perk,,x,,Sledgehammers swing 5% faster.,,,,,,,,,,,,,
perkSledgeSagaPulverizingFinishersDesc,progression,perk,,x,,Deal 10% more damage to enemies below 30% health.,,,,,,,,,,,,,
perkSledgeSagaPulverizingFinishersLongDesc,progression,perk,,x,,Deal 10% more damage to enemies below 30% health.,,,,,,,,,,,,,
perkSledgeSagaSavageReaperDesc,progression,perk,,x,,Headshots give 10% more XP.,,,,,,,,,,,,,
perkSledgeSagaSavageReaperLongDesc,progression,perk,,x,,Headshots with sledgehammers give you 10% more XP.,,,,,,,,,,,,,
perkSledgeSagaArmorCrusherDesc,progression,perk,,x,,Sledgehammers ignore 10% more armor.,,,,,,,,,,,,,
